Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Compliance Officer,Ibadan,I live within 5km of this town/city,No,37,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Jalingo,I live in this town/city,No,36,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Male,University Undergraduate,,Ibadan,I live in this town/city,No,32,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Postgraduate Degree (e.g. Masters),Application Support Engineer,LAGOS,I live in this town/city,No,39,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Port Harcourt,I live in this town/city,No,35,Yes
Nigerian,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Port Harcourt,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.",I have very limited mobile data.,Nigeria,Passable,Male,Tertiary Diploma,TEACHING,LAGOS,I live in this town/city,No,34,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,,Abuja FCT.,I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Finance Consultant,"Yola, Adamawa State",I live more than 10km away from this town or city,No,33,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,Bachelor's Degree,Machine Learning Engineer,Owerri,I live in this town/city,No,22,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,High School,,Benin,I live 5-10km away from this town/city,No,34,Yes
Nigerian,Technology Consultant Associate,I share a computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Female,High School,,Baruwa,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Very Strong, Strong",Female,Bachelor's Degree,,Ibadan,I live in this town/city,No,26,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,"Port harcourt, Rivers State",I live in this town/city,No,24,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Strong,Male,High School,,Ikeja,I live in this town/city,No,23,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Graphics Designer,Benin,I live in this town/city,No,30,Yes
South African,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",South African,Passable,Female,Tertiary Diploma,Waitress,Tembisa,I live in this town/city,No,25,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Passable,Female,Bachelor's Degree,Sales Engineer,Kempton Park,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Port Harcourt. Rivers,I live in this town/city,No,28,No
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Senior Associate,"Victoria Island, Lagos",I live 5-10km away from this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Postgraduate Degree (e.g. Masters),Project specialist,Alimosho,I live in this town/city,No,35,No
South African,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",South Africa,Strong,Male,Bachelor's Degree,,Germiston,I live in this town/city,No,27,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Female,Bachelor's Degree,Data Analyst,Nairobi,I live more than 10km away from this town or city,No,26,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Educator,"Ipaja-Ayobo, Lagos.",I live in this town/city,No,38,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Passable,Male,High School,,vuwani,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,University Undergraduate,,Lagos,I live in this town/city,No,24,Yes
South African,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",South Africa,Passable,Female,High School,,KLERKSDORP,I live 5-10km away from this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Customer Care Executive,Lagos,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Male,University Undergraduate,,Jos,I live in this town/city,No,25,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,High School,,Machakos,I live 5-10km away from this town/city,No,21,Yes
South African,End User Support Associate,I have my own computer but it is faulty,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Female,Bachelor's Degree,,Johannesburg,I live more than 10km away from this town or city,No,23,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),,Githunguri,I live more than 10km away from this town or city,No,25,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Female,Tertiary Diploma,,Kakamega,I live within 5km of this town/city,No,23,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Very Strong,Female,Bachelor's Degree,,Jos,I live in this town/city,No,28,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,Tertiary Diploma,,Kisii,I live within 5km of this town/city,No,24,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,"Adequate, Adequate",Male,Bachelor's Degree,,ELDORET,I live within 5km of this town/city,No,22,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,NAIROBI,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Software Developer,Lagos,I live in this town/city,No,32,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Strong,Male,University Undergraduate,,Nairobi,I live in this town/city,No,23,No
Kenyan,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Female,Bachelor's Degree,,Eldoret,I live more than 10km away from this town or city,No,25,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,Enterprise Account Manager Implementation,Nairobi,I live 5-10km away from this town/city,No,32,No
Nigerian,Developer Associate,I have my own computer but it is faulty,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Akure,I live in this town/city,No,16,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Mombasa,I live in this town/city,No,23,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,High School,,Agbara,I live in this town/city,Yes,22,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,Administrative associate,Nairobi,I live in this town/city,No,24,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,School counsellor,Nairobi,I live more than 10km away from this town or city,No,25,Yes
South African,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",South Africa,Adequate,Female,High School,,Roodepoort,I live within 5km of this town/city,No,23,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Tertiary Diploma,System Administrator,Sango Ota,I live within 5km of this town/city,No,29,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,Technical support coordinator,Nairobi,I live more than 10km away from this town or city,No,30,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Rwanda,Passable,Female,High School,,Kigali City,I live in this town/city,No,20,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Honour's Degree / Post-Graduate Diploma (NQF 8),,Nairobi,I live within 5km of this town/city,No,27,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,ASOKORO,I live more than 10km away from this town or city,No,31,Yes
South African,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Passable,Male,Tertiary Diploma,IT Technician,Germiston,I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,University Undergraduate,,Lagos,I live in this town/city,No,22,No
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Digital Marketer,Lagos,I live in this town/city,No,20,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Ibadan,I live in this town/city,No,27,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",South Africa,Adequate,Male,Bachelor's Degree,,Johannesburg,I live in this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Software development,Lagos,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Ota,I live in this town/city,No,38,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,"Lagos, Nigeria.",I live in this town/city,No,34,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,35,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Part-time tutor,Aliero,I live in this town/city,No,29,No
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Distributor Management System Admin,Ogbomoso,I live in this town/city,No,33,No
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigerian,Adequate,Female,University Undergraduate,,Benin,I live in this town/city,No,17,No
South African,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",South Africa,Very Strong,Female,High School,,Durban,I live in this town/city,No,20,No
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Namibia,"Adequate, Strong",Male,Tertiary Diploma,Management Information System,Kaduna,I live more than 10km away from this town or city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Enugu,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Quality Improvement Officer,Lagos,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,Postgraduate Degree (e.g. Masters),,Ogun State,I live in this town/city,No,40,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,"Uyo, Akwa Ibom State",I live in this town/city,No,31,Yes
South African,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Very Strong,Female,High School,,Cape Town,I live 5-10km away from this town/city,No,29,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,"Passable, Adequate",Male,High School,,Tembisa,I live in this town/city,No,22,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Abuja,I live within 5km of this town/city,No,25,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Postgraduate Degree (e.g. Masters),Java backend engineer,Akure,I live 5-10km away from this town/city,No,36,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,24,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Enugu,I live in this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,"I don't have a computer, and cannot arrange to use/get one.","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Workshop Engineer/Supervisor,Lagos,I live in this town/city,No,35,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,University Undergraduate,,Makurdi,I live in this town/city,No,21,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Aba,I live in this town/city,No,24,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,Pharmacist,Asaba,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,POWER DISTRIBUTION SUBSTATION OPERATOR,UMUAHIA,I live in this town/city,No,33,Yes
Nigerian,Developer Associate,I share a computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Port Harcourt,I live in this town/city,No,25,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,High School,,Lagos,I live in this town/city,No,21,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Female,Bachelor's Degree,Associate Engineer,Nairobi,I live more than 10km away from this town or city,No,25,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,Bachelor's Degree,,Abuja,I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Very Strong,Male,University Undergraduate,,Port harcourt,I live in this town/city,No,24,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,High School,Financial manager,Asaba,I live more than 10km away from this town or city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Fullstack Developer Intern,"Alagbado, Lagos State, Nigeria ",I live in this town/city,No,26,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigerian,Passable,Male,Bachelor's Degree,,Karu,I live within 5km of this town/city,No,25,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Very Strong,Female,Bachelor's Degree,,Nairobi,I live more than 10km away from this town or city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,High School,,Lagos,I live in this town/city,No,19,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Kutus-kirinyaga,I live in this town/city,No,23,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Uyo,I live in this town/city,No,23,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),,Lagos,I live in this town/city,No,31,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Nairobi,I live in this town/city,No,22,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Bachelor's Degree,,NAIROBI,I live more than 10km away from this town or city,No,27,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,High School,,Nairobi,I live 5-10km away from this town/city,No,26,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,High School,,Eldoret,I live more than 10km away from this town or city,No,21,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,NAKURU,I live more than 10km away from this town or city,No,23,No
Kenyan,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Female,Bachelor's Degree,,Mombasa,I live within 5km of this town/city,No,24,Yes
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Strong,Male,Bachelor's Degree,,Nairobi,I live in this town/city,No,22,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,,Bungoma,I live in this town/city,No,24,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Very Strong,Female,Bachelor's Degree,Junior System Engineer,Nairobi,I live in this town/city,No,25,No
Kenyan,End User Support Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Female,Tertiary Diploma,,Nairobi,I live within 5km of this town/city,No,23,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,University Undergraduate,,nairobi,I live more than 10km away from this town or city,No,22,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Nairobi,I live in this town/city,No,24,No
Kenyan,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Female,High School,,Nairobi,I live in this town/city,No,27,No
Kenyan,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Tertiary Diploma,,Mombasa,I live 5-10km away from this town/city,No,23,No
Kenyan,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,High School,,Isiolo,I live more than 10km away from this town or city,No,20,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,,Migori,I live within 5km of this town/city,No,26,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,Technology associate,Nairobi,I live within 5km of this town/city,No,26,No
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Tertiary Diploma,,Nairobi city,I live 5-10km away from this town/city,No,21,No
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live within 5km of this town/city,No,24,Yes
South African,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",South Africa,Adequate,Male,Honour's Degree / Post-Graduate Diploma (NQF 8),Implementation consultant,Johannesburg,I live in this town/city,No,27,No
Kenyan,Developer Associate,I have my own computer,I have very limited mobile data.,Kenya,Passable,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,"Nairobi, Kenya ",I live in this town/city,No,35,Yes
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Passable,Female,Bachelor's Degree,,Machakos,I live in this town/city,No,23,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Adequate,Female,University Undergraduate,,NAIROBI,I live more than 10km away from this town or city,No,26,No
Kenyan,Developer Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Female,Bachelor's Degree,ADMINISTARTION,NAIROBI,I live in this town/city,No,27,No
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Kenya,Adequate,Male,Bachelor's Degree,Teacher,KAPENGURIA,I live 5-10km away from this town/city,I prefer not to say,139,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Very Strong,Male,Bachelor's Degree,,Eldoret,I live more than 10km away from this town or city,No,23,No
Kenyan,End User Support Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Passable,Male,Bachelor's Degree,,Nakuru,I live more than 10km away from this town or city,No,32,No
Kenyan,Technology Consultant Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Juja,I live in this town/city,No,23,Yes
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Tertiary Diploma,,Oyugis,I live more than 10km away from this town or city,No,28,No
Kenyan,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Passable,Male,High School,,Eldoret,I live within 5km of this town/city,No,23,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,University Undergraduate,,Nairobi,I live in this town/city,No,27,Yes
Kenyan,Technology Consultant Associate,"I don't have access to a computer, but can arrange to get/use one.","I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Male,Bachelor's Degree,,Homabay,I live in this town/city,No,21,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Strong,Female,Tertiary Diploma,,Nairobi,I live in this town/city,No,23,No
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Male,Bachelor's Degree,,NAIROBI,I live 5-10km away from this town/city,No,27,Yes
Kenyan,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Female,Bachelor's Degree,,Nairobi,I live 5-10km away from this town/city,No,22,No
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,Strong,Male,Bachelor's Degree,,Machakos,I live in this town/city,No,24,No
Kenyan,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Meru town,I live within 5km of this town/city,No,24,Yes
Kenyan,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Kenya,"Very Strong, Very Strong",Male,Tertiary Diploma,,Nairobi,I live in this town/city,No,19,No
Kenyan,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Bachelor's Degree,Content Moderator,NAIROBI,I live within 5km of this town/city,No,27,Yes
Kenyan,End User Support Associate,I share a computer,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Strong,Male,Bachelor's Degree,,Chuka,I live within 5km of this town/city,No,23,No
Kenyan,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Kenya,Passable,Female,Tertiary Diploma,,kisumu,I live in this town/city,No,23,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Passable,Male,Bachelor's Degree,,Kapsabet,I live 5-10km away from this town/city,No,24,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Female,Postgraduate Diploma,,Lagos,I live 5-10km away from this town/city,No,26,Yes
Kenyan,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Kenya,Strong,Female,High School,,Nairobi,I live in this town/city,No,22,Yes
Kenyan,Technology Consultant Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Kenya,Adequate,Male,Postgraduate Degree (e.g. Masters),,Litein,I live within 5km of this town/city,No,29,Yes
Kenyan,End User Support Associate,I only have a smart phone,I have very limited mobile data.,Kenya,Passable,Male,University Undergraduate,,Migori,I live more than 10km away from this town or city,No,22,Yes
Kenyan,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Kenya,Adequate,Male,Tertiary Diploma,,Kisumu,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,31,Yes
Kenyan,Developer Associate,I have my own computer,I have very limited mobile data.,Kenya,Passable,Female,High School,,Kisii,I live 5-10km away from this town/city,No,20,Yes
